shipment_id,order_id,ship_date,ship_mode,shipping_cost
716,716,2025-01-10,Same Day,12.2
717,717,2025-08-07,First Class,38.33
718,718,2026-04-08,Second Class,13.49
719,719,2025-02-11,First Class,7.67
720,720,2024-09-27,Standard,45.54
721,721,2024-11-27,Standard,23.57
722,722,2024-09-22,Same Day,41.15
723,723,2025-11-05,Same Day,34.5
724,724,2024-06-02,First Class,20.56
725,725,2024-10-12,Second Class,6.23
726,726,2024-09-16,Standard,48.79
727,727,2025-05-21,Second Class,34.82
728,728,2026-04-12,Same Day,18.0
729,729,2025-09-21,Standard,29.88
730,730,2024-09-13,Second Class,19.41
731,731,2024-11-11,Same Day,5.89
732,732,2025-04-15,Second Class,40.53
733,733,2024-09-09,Same Day,39.72
734,734,2024-08-17,First Class,18.46
735,735,2024-10-21,Standard,7.06
736,736,2026-03-05,Second Class,18.39
737,737,2026-03-13,Same Day,26.96
738,738,2024-09-28,Same Day,12.55
739,739,2026-03-31,Same Day,11.21
740,740,2025-09-03,Same Day,8.41
741,741,2025-09-13,Standard,19.49
742,742,2024-11-08,Second Class,49.88
743,743,2024-07-11,Second Class,20.81
744,744,2025-01-25,Second Class,20.97
745,745,2024-11-06,First Class,48.06
746,746,2026-02-08,Standard,27.01
747,747,2026-05-20,Standard,49.84
748,748,2025-11-16,Same Day,11.13
749,749,2025-09-14,Second Class,11.14
750,750,2025-02-20,Same Day,35.41
751,751,2025-07-19,Second Class,40.06
752,752,2025-02-03,Standard,49.38
753,753,2024-10-13,Standard,24.36
754,754,2024-09-12,Second Class,29.79
755,755,2024-11-02,First Class,16.87
756,756,2024-12-06,First Class,29.75
757,757,2024-06-27,First Class,22.44
758,758,2026-01-13,First Class,6.63
759,759,2025-06-27,Second Class,37.84
760,760,2026-03-26,Second Class,18.34
761,761,2026-03-19,Second Class,20.15
762,762,2024-11-02,Standard,39.38
763,763,2025-09-14,Same Day,33.04
764,764,2025-04-08,Second Class,27.8
765,765,2025-02-14,Second Class,40.54
766,766,2024-06-12,Same Day,18.53
767,767,2024-12-04,Same Day,39.12
768,768,2025-07-19,Standard,29.15
769,769,2026-02-07,Standard,30.78
770,770,2025-06-17,Second Class,10.63
771,771,2026-02-28,Second Class,7.89
772,772,2025-08-24,First Class,35.07
773,773,2024-08-09,Same Day,37.44
774,774,2025-03-10,Second Class,24.84
775,775,2024-08-30,Same Day,13.04
776,776,2025-11-26,Standard,27.28
777,777,2025-11-10,Standard,15.38
778,778,2024-06-08,First Class,31.58
779,779,2024-07-30,Same Day,9.89
780,780,2024-06-28,Standard,39.48
781,781,2025-01-01,First Class,48.09
782,782,2024-06-28,Standard,27.72
783,783,2024-07-23,First Class,9.88
784,784,2026-05-04,Standard,23.09
785,785,2025-12-30,First Class,47.05
786,786,2026-01-22,First Class,43.12
787,787,2025-12-29,Second Class,11.9
788,788,2026-03-10,First Class,29.75
789,789,2025-06-10,Second Class,12.36
790,790,2024-09-05,First Class,40.12
791,791,2025-07-24,Same Day,30.65
792,792,2025-07-10,Standard,12.82
793,793,2025-01-31,First Class,23.06
794,794,2024-12-30,Second Class,25.67
795,795,2025-12-11,Second Class,12.9
796,796,2026-05-21,Same Day,17.99
797,797,2026-04-25,Second Class,43.16
798,798,2024-08-11,Standard,41.03
799,799,2024-12-07,First Class,13.62
800,800,2024-11-06,Same Day,30.62
801,801,2025-06-22,First Class,6.38
802,802,2026-03-07,First Class,29.85
803,803,2025-03-10,Second Class,48.34
804,804,2024-12-31,Same Day,49.53
805,805,2026-05-02,Standard,49.28
806,806,2025-05-29,Standard,10.06
807,807,2025-08-03,Same Day,8.4
808,808,2026-04-17,Standard,21.93
809,809,2025-01-23,Second Class,23.31
810,810,2024-07-20,Standard,20.78
811,811,2025-04-05,First Class,37.42
812,812,2024-09-25,Second Class,13.84
813,813,2025-06-18,Same Day,34.13
814,814,2025-09-20,First Class,37.51
815,815,2025-08-08,Second Class,26.25
816,816,2024-11-22,First Class,10.77
817,817,2025-09-20,Second Class,20.26
818,818,2025-07-06,Standard,25.3
819,819,2025-11-18,Standard,20.75
820,820,2024-07-23,Second Class,44.15
821,821,2025-08-21,First Class,10.53
822,822,2025-02-05,Standard,45.13
823,823,2025-03-10,Same Day,35.71
824,824,2025-06-02,First Class,32.84
825,825,2026-03-26,Second Class,9.85
826,826,2026-02-16,Same Day,41.27
827,827,2025-07-18,Second Class,21.72
828,828,2025-06-08,First Class,13.73
829,829,2025-09-25,First Class,14.88
830,830,2024-08-14,Standard,33.78
831,831,2024-10-02,Second Class,34.49
832,832,2024-08-21,Standard,48.74
833,833,2025-06-28,Second Class,8.74
834,834,2024-08-08,Same Day,39.66
835,835,2025-08-03,Standard,42.09
836,836,2025-04-28,Second Class,14.16
837,837,2026-03-16,First Class,16.51
838,838,2026-03-09,Standard,10.09
839,839,2025-03-07,Standard,22.18
840,840,2024-06-24,Second Class,41.64
841,841,2024-10-31,First Class,5.37
842,842,2025-06-17,Same Day,8.15
843,843,2025-04-02,First Class,33.88
844,844,2024-10-26,Same Day,14.73
845,845,2025-04-06,Same Day,12.4
846,846,2024-11-18,Standard,42.78
847,847,2026-01-08,First Class,44.64
848,848,2025-09-28,Second Class,40.84
849,849,2026-03-10,Second Class,18.22
850,850,2026-01-25,Same Day,13.56
851,851,2025-12-30,Second Class,22.91
852,852,2024-11-04,Standard,6.46
853,853,2025-04-19,Same Day,40.86
854,854,2025-07-07,Second Class,31.09
855,855,2025-08-24,First Class,6.3
856,856,2026-04-09,Second Class,23.83
857,857,2025-03-21,Same Day,11.97
858,858,2025-10-08,Standard,45.26
859,859,2024-07-27,Standard,35.16
860,860,2024-08-18,First Class,44.08
861,861,2025-04-15,First Class,14.7
862,862,2025-05-20,Second Class,11.38
863,863,2025-04-02,Standard,34.13
864,864,2025-12-22,Second Class,45.96
865,865,2024-11-30,Same Day,27.25
866,866,2025-01-30,Same Day,18.51
867,867,2025-05-05,Standard,36.01
868,868,2025-03-12,First Class,43.52
869,869,2025-04-28,First Class,18.13
870,870,2025-06-17,Standard,27.39
871,871,2025-09-01,Standard,16.28
872,872,2024-09-17,First Class,14.41
873,873,2026-04-15,First Class,40.53
874,874,2025-01-14,Same Day,44.28
875,875,2024-12-09,Second Class,19.09
876,876,2025-08-05,Second Class,13.55
877,877,2024-08-25,Standard,22.51
878,878,2024-06-05,Second Class,27.77
879,879,2025-07-07,Standard,46.52
880,880,2025-05-14,Same Day,22.98
881,881,2026-01-17,Same Day,8.12
882,882,2024-08-19,Same Day,6.84
883,883,2025-03-31,Second Class,47.79
884,884,2026-05-13,Standard,33.0
885,885,2026-02-14,First Class,41.65
886,886,2024-08-21,Second Class,7.42
887,887,2024-06-06,Standard,20.85
888,888,2025-10-13,Second Class,43.62
889,889,2025-06-21,Standard,28.24
890,890,2025-07-15,Second Class,18.41
891,891,2026-01-10,Standard,34.95
892,892,2024-12-27,Same Day,15.68
893,893,2025-08-31,Second Class,14.21
894,894,2026-01-16,Same Day,10.17
895,895,2025-08-29,Same Day,10.78
896,896,2025-03-14,Same Day,24.89
897,897,2024-09-26,First Class,30.96
898,898,2026-05-25,Standard,5.44
899,899,2025-05-19,Standard,11.08
900,900,2026-05-11,First Class,28.78
901,901,2025-05-08,Same Day,26.13
902,902,2025-11-20,Standard,18.77
903,903,2025-03-05,Same Day,7.93
904,904,2025-08-31,Standard,38.92
905,905,2026-03-20,Second Class,24.11
906,906,2025-01-09,Standard,19.99
907,907,2024-10-24,Second Class,39.92
908,908,2025-03-28,First Class,42.59
909,909,2025-04-02,First Class,33.06
910,910,2025-11-25,Same Day,13.5
911,911,2025-05-26,First Class,15.5
912,912,2025-12-12,Second Class,13.15
913,913,2026-02-27,First Class,21.97
914,914,2025-07-16,Second Class,48.46
915,915,2024-07-26,Same Day,47.42
916,916,2024-07-16,Second Class,32.41
917,917,2025-11-17,Standard,9.69
918,918,2025-09-19,Second Class,23.47
919,919,2025-05-07,First Class,49.88
920,920,2025-11-12,Standard,15.93
921,921,2024-09-23,First Class,30.25
922,922,2025-08-27,Same Day,19.37
923,923,2025-01-09,First Class,11.89
924,924,2025-08-15,First Class,11.32
925,925,2026-05-27,Standard,13.44
926,926,2025-07-23,Same Day,5.19
927,927,2025-06-23,Second Class,22.13
928,928,2024-06-04,Second Class,9.51
929,929,2024-08-31,Same Day,5.04
930,930,2026-04-03,First Class,14.2
931,931,2024-12-10,Standard,19.47
932,932,2025-01-17,Same Day,34.86
933,933,2026-05-25,Second Class,13.78
934,934,2025-02-02,Second Class,22.85
935,935,2025-11-26,Standard,29.34
936,936,2024-08-28,Standard,18.99
937,937,2025-01-27,Second Class,23.68
938,938,2024-07-29,Same Day,40.73
939,939,2026-05-15,Standard,28.13
940,940,2025-05-21,Same Day,48.59
941,941,2026-05-28,Standard,24.31
942,942,2026-02-14,First Class,31.63
943,943,2025-06-11,Second Class,13.38
944,944,2025-05-09,Same Day,25.57
945,945,2024-11-25,Same Day,13.7
946,946,2025-01-08,First Class,16.55
947,947,2025-12-10,Same Day,25.83
948,948,2024-09-02,Same Day,49.12
949,949,2024-10-07,First Class,15.16
950,950,2024-07-18,Second Class,42.79
951,951,2025-01-16,First Class,44.35
952,952,2025-11-30,Second Class,30.44
953,953,2025-01-08,First Class,11.36
954,954,2025-07-17,Same Day,8.58
955,955,2025-11-28,Second Class,19.91
956,956,2025-09-23,Second Class,20.26
957,957,2024-06-08,Second Class,38.71
958,958,2024-11-01,Same Day,19.67
959,959,2025-03-16,Standard,24.94
960,960,2025-08-10,Second Class,34.98
961,961,2025-02-17,Standard,40.72
962,962,2025-04-02,Standard,46.9
963,963,2024-11-03,Same Day,30.29
964,964,2025-05-09,Second Class,42.13
965,965,2025-08-10,Standard,18.14
966,966,2025-11-02,First Class,28.04
967,967,2024-09-06,Same Day,39.02
968,968,2026-04-29,First Class,18.66
969,969,2025-05-29,First Class,43.64
970,970,2025-09-24,Second Class,31.05
971,971,2025-07-20,Second Class,43.36
972,972,2025-11-19,Same Day,39.48
973,973,2026-02-24,First Class,15.56
974,974,2025-08-02,Second Class,23.29
975,975,2024-12-20,First Class,17.77
976,976,2026-03-14,Second Class,16.63
977,977,2024-12-14,Second Class,24.67
978,978,2025-11-13,Standard,26.04
979,979,2025-11-02,Standard,41.31
980,980,2025-05-11,Standard,45.27
981,981,2025-02-11,First Class,32.14
982,982,2025-10-23,Second Class,14.34
983,983,2025-05-22,First Class,22.84
984,984,2025-05-16,Second Class,19.34
985,985,2025-09-09,Standard,48.06
986,986,2025-04-08,First Class,19.13
987,987,2025-03-03,Second Class,38.77
988,988,2026-02-10,Same Day,48.34
989,989,2025-06-21,Same Day,17.06
990,990,2025-06-27,Same Day,31.05
991,991,2024-10-17,First Class,44.43
992,992,2024-06-09,Standard,43.0
993,993,2025-01-08,Standard,21.74
994,994,2024-06-25,Standard,45.18
995,995,2026-02-01,Second Class,43.29
996,996,2024-06-21,Standard,12.38
997,997,2024-12-02,First Class,24.25
998,998,2024-12-09,Standard,38.36
999,999,2025-10-22,Same Day,6.57
1000,1000,2026-03-13,First Class,24.24
1001,1001,2024-09-13,Standard,49.98
1002,1002,2025-08-01,Same Day,32.77
1003,1003,2024-12-10,Same Day,12.24
1004,1004,2025-05-19,First Class,21.3
1005,1005,2025-07-13,Same Day,11.49
1006,1006,2026-02-07,Second Class,47.21
1007,1007,2024-11-04,First Class,14.48
1008,1008,2025-05-28,Standard,5.71
1009,1009,2025-02-17,Same Day,9.2
1010,1010,2025-11-06,Second Class,5.05
1011,1011,2025-09-13,First Class,16.96
1012,1012,2026-05-18,Standard,28.05
1013,1013,2024-07-08,First Class,38.24
1014,1014,2026-02-13,Same Day,36.85
1015,1015,2024-06-15,First Class,21.99
1016,1016,2024-10-07,Second Class,16.6
1017,1017,2025-01-23,Same Day,10.38
1018,1018,2025-08-22,Same Day,22.1
1019,1019,2024-11-23,Standard,30.62
1020,1020,2024-12-10,Second Class,27.87
1021,1021,2024-12-20,First Class,20.35
1022,1022,2026-05-18,Same Day,34.33
1023,1023,2025-08-06,Standard,21.91
1024,1024,2025-06-28,First Class,16.36
1025,1025,2024-12-14,Standard,10.13
1026,1026,2024-09-12,Standard,28.4
1027,1027,2025-08-15,Standard,37.42
1028,1028,2025-07-17,Second Class,45.24
1029,1029,2025-03-13,Same Day,39.59
1030,1030,2024-12-28,First Class,41.99
1031,1031,2024-08-20,Same Day,13.92
1032,1032,2024-08-12,First Class,33.85
1033,1033,2024-09-14,Standard,31.46
1034,1034,2025-12-24,First Class,30.27
1035,1035,2024-09-17,Second Class,23.14
1036,1036,2025-12-05,Standard,40.86
1037,1037,2026-02-22,Second Class,13.63
1038,1038,2024-10-29,Same Day,14.94
1039,1039,2026-03-16,Same Day,29.99
1040,1040,2025-09-17,Same Day,6.95
1041,1041,2024-06-18,Second Class,46.91
1042,1042,2026-02-08,First Class,16.65
1043,1043,2025-10-08,Standard,27.52
1044,1044,2024-10-27,Second Class,7.75
1045,1045,2024-11-05,Same Day,21.93
1046,1046,2025-11-30,First Class,40.7
1047,1047,2024-08-30,Same Day,36.62
1048,1048,2026-01-13,Same Day,24.67
1049,1049,2025-09-04,Same Day,32.54
1050,1050,2026-05-22,First Class,35.45
1051,1051,2025-02-21,Standard,23.26
1052,1052,2025-01-27,Second Class,13.31
1053,1053,2025-05-19,Standard,5.61
1054,1054,2024-09-27,Same Day,41.18
1055,1055,2026-02-11,Same Day,36.7
1056,1056,2024-10-11,First Class,19.67
1057,1057,2025-06-30,Second Class,41.9
1058,1058,2025-10-11,Standard,20.14
1059,1059,2025-03-30,Standard,13.18
1060,1060,2025-08-18,Standard,33.86
1061,1061,2025-12-23,Standard,40.32
1062,1062,2025-05-17,Standard,36.6
1063,1063,2025-03-16,First Class,18.42
1064,1064,2026-03-29,Standard,24.88
1065,1065,2026-02-09,Same Day,22.86
1066,1066,2025-01-23,Standard,31.3
1067,1067,2024-12-01,Standard,43.17
1068,1068,2025-12-21,First Class,32.25
1069,1069,2024-09-08,Same Day,43.51
1070,1070,2024-06-24,Same Day,22.91
1071,1071,2025-10-26,First Class,28.64
1072,1072,2026-01-11,Second Class,16.3
1073,1073,2025-12-29,First Class,13.2
1074,1074,2024-06-13,Standard,21.08
1075,1075,2025-11-12,Second Class,34.94
1076,1076,2025-06-01,First Class,31.93
1077,1077,2025-08-09,First Class,12.09
1078,1078,2025-12-16,First Class,38.32
1079,1079,2024-10-18,Second Class,34.72
1080,1080,2025-11-28,Standard,35.7
1081,1081,2024-08-27,Standard,44.18
1082,1082,2026-02-27,Second Class,28.02
1083,1083,2024-08-03,First Class,10.28
1084,1084,2026-04-06,Standard,20.34
1085,1085,2024-06-28,Standard,23.97
1086,1086,2026-04-19,Standard,38.55
1087,1087,2026-03-22,Same Day,46.55
1088,1088,2024-10-29,Same Day,9.99
1089,1089,2025-05-07,Second Class,20.32
1090,1090,2026-05-14,Standard,17.43
1091,1091,2025-05-24,Same Day,47.56
1092,1092,2025-10-03,Same Day,22.7
1093,1093,2026-01-31,First Class,7.69
1094,1094,2024-07-19,Same Day,16.34
1095,1095,2026-01-28,Same Day,32.7
1096,1096,2026-03-08,First Class,38.9
1097,1097,2026-03-02,Same Day,36.73
1098,1098,2026-05-30,Same Day,31.81
1099,1099,2025-09-08,First Class,46.13
1100,1100,2025-05-12,First Class,10.48
1101,1101,2024-12-07,First Class,31.28
1102,1102,2025-03-28,Second Class,26.84
1103,1103,2026-03-08,Second Class,29.42
1104,1104,2025-12-22,First Class,46.54
1105,1105,2024-08-10,Second Class,23.98
1106,1106,2026-05-19,Same Day,28.07
1107,1107,2024-07-10,Standard,29.64
1108,1108,2026-03-20,Same Day,42.64
1109,1109,2024-09-09,Second Class,20.08
1110,1110,2024-08-12,Same Day,16.53
1111,1111,2025-02-15,Second Class,14.0
1112,1112,2025-03-22,Standard,17.46
1113,1113,2025-07-25,Second Class,20.06
1114,1114,2026-04-12,Second Class,42.92
1115,1115,2024-12-15,Second Class,32.32
1116,1116,2025-08-15,Second Class,12.31
1117,1117,2024-06-28,First Class,29.93
1118,1118,2024-07-12,Same Day,31.9
1119,1119,2025-12-08,Same Day,11.7
1120,1120,2025-03-18,Second Class,39.74
1121,1121,2026-04-16,Standard,19.28
1122,1122,2024-09-04,Second Class,18.96
1123,1123,2025-07-11,Second Class,44.47
1124,1124,2026-05-05,Second Class,22.35
1125,1125,2025-12-17,Second Class,23.31
1126,1126,2025-07-30,Same Day,48.58
1127,1127,2025-10-23,Second Class,31.69
1128,1128,2025-10-18,Second Class,10.58
1129,1129,2025-01-09,Standard,37.58
1130,1130,2026-04-30,Same Day,44.95
1131,1131,2024-11-06,Standard,37.37
1132,1132,2025-01-19,Second Class,13.62
1133,1133,2024-08-30,Same Day,42.42
1134,1134,2024-06-12,Standard,6.8
1135,1135,2024-06-22,First Class,40.56
1136,1136,2025-05-17,First Class,12.0
1137,1137,2024-07-26,Same Day,8.52
1138,1138,2025-12-29,Second Class,34.31
1139,1139,2025-10-22,Standard,29.44
1140,1140,2026-02-05,Same Day,31.05
1141,1141,2026-02-19,Standard,22.64
1142,1142,2025-05-04,Same Day,22.32
1143,1143,2025-06-09,Standard,27.27
1144,1144,2024-10-07,Same Day,41.37
1145,1145,2024-06-20,First Class,31.97
1146,1146,2024-07-30,Same Day,22.25
1147,1147,2025-03-24,Standard,48.24
1148,1148,2024-10-16,Standard,33.02
1149,1149,2025-03-08,Same Day,42.23
1150,1150,2025-07-24,Standard,22.66
1151,1151,2024-07-14,Same Day,34.95
1152,1152,2026-05-20,Same Day,18.81
1153,1153,2026-05-08,Second Class,36.46
1154,1154,2025-06-23,Standard,19.12
1155,1155,2025-10-17,Standard,49.67
1156,1156,2024-11-02,Same Day,43.51
1157,1157,2024-11-11,First Class,15.3
1158,1158,2025-12-19,Standard,6.74
1159,1159,2025-02-01,Standard,38.67
1160,1160,2026-02-07,Same Day,18.26
1161,1161,2026-01-21,Second Class,36.25
1162,1162,2025-01-03,Standard,48.27
1163,1163,2025-03-20,First Class,27.98
1164,1164,2026-02-19,First Class,46.67
1165,1165,2024-10-04,Same Day,30.81
1166,1166,2026-05-30,First Class,36.46
1167,1167,2025-02-22,Standard,45.57
1168,1168,2025-05-23,Same Day,22.31
1169,1169,2025-10-29,Second Class,6.61
1170,1170,2026-02-26,Second Class,27.24
1171,1171,2024-08-17,First Class,27.69
1172,1172,2024-11-08,Same Day,37.12
1173,1173,2026-05-05,Second Class,26.16
1174,1174,2026-02-18,Second Class,20.71
1175,1175,2026-01-30,Same Day,8.83
1176,1176,2025-05-19,First Class,17.47
1177,1177,2025-08-26,Standard,18.83
1178,1178,2026-01-10,Standard,43.56
1179,1179,2026-01-09,First Class,39.65
1180,1180,2026-02-07,Standard,17.97
1181,1181,2025-06-21,Same Day,8.38
1182,1182,2024-06-27,Second Class,8.01
1183,1183,2025-05-29,Second Class,28.51
1184,1184,2025-11-24,First Class,9.88
1185,1185,2025-03-31,Same Day,42.59
1186,1186,2024-09-21,First Class,20.18
1187,1187,2025-10-19,Same Day,19.71
1188,1188,2024-06-09,First Class,42.6
1189,1189,2026-01-10,First Class,35.32
1190,1190,2024-07-08,Second Class,42.15
1191,1191,2024-08-29,Second Class,5.93
1192,1192,2026-02-18,First Class,20.79
1193,1193,2025-12-07,Second Class,27.45
1194,1194,2025-09-13,Same Day,31.14
1195,1195,2024-06-29,Second Class,14.83
1196,1196,2026-05-23,Second Class,33.01
1197,1197,2025-08-03,Second Class,38.54
1198,1198,2024-08-15,Second Class,36.34
1199,1199,2024-12-03,Second Class,37.49
1200,1200,2026-05-31,First Class,12.0
1201,1201,2026-05-01,Second Class,37.79
1202,1202,2025-03-19,Second Class,24.17
1203,1203,2025-07-30,Second Class,37.22
1204,1204,2025-12-24,Second Class,21.06
1205,1205,2024-07-23,Second Class,27.48
1206,1206,2024-11-15,Same Day,45.12
1207,1207,2025-02-03,Standard,48.87
1208,1208,2025-10-21,First Class,27.63
1209,1209,2025-01-03,Second Class,29.57
1210,1210,2026-04-27,First Class,37.0
1211,1211,2025-08-10,Second Class,16.45
1212,1212,2024-09-26,Second Class,12.23
1213,1213,2024-07-13,First Class,33.7
1214,1214,2025-03-22,Second Class,20.43
1215,1215,2025-01-28,Standard,25.43
1216,1216,2025-04-25,Standard,39.83
1217,1217,2025-08-27,Same Day,20.61
1218,1218,2025-11-24,Same Day,42.37
1219,1219,2025-09-30,Second Class,11.88
1220,1220,2025-05-02,Standard,8.89
1221,1221,2025-11-22,Second Class,25.87
